SHOW NAME,COUNTRY/REGION,YEAR,EPISODES,RATINGS,SUMMARY,POSTER
GYORETSUNO DEKIRU HORITSU SODANJO,Japan,2002,,,""" I want to protect "" before becoming regular . A daily drama is presented in the reproduction drama , and the host and the lawyers' army group talk about various legal issues such as “Can I claim damages here?”…",https://i.mydramalist.com/2OpLVc.jpg
HOW DO YOU PLAY?,South Korea,2019,9,8.1,"One of the best MCs in the country, Yu Jae Seok, often asks about how others play on their day-offs. It has gotten to the point that he says this out of habit. His saying sparks an idea in Kim Tae Ho's head. He gets…",https://i.mydramalist.com/2ORY2c.jpg
IDOL LEAGUE: CIX,South Korea,2019,6,9,,https://i.mydramalist.com/4pvVdc.jpg
IDOL LEAGUE: THE BOYZ,South Korea,2019,4,10,"The Boyz on the talkshow ""IDOL LEAGUE""",https://i.mydramalist.com/vWwXBc.jpg
IT'Z TRAVEL,South Korea,2019,4,9.4,,https://i.mydramalist.com/23gkdc.jpg
STRAY KIDS DINGO: DINGO SCHOOL,South Korea,2019,3,9.3,Stray Kids at school at Dingo,https://i.mydramalist.com/Z1Aj8c.jpg
SUPER ADONIS CAMP,South Korea,2006,8,9.5,"After their debut in 2005, the Super Junior's members get to experience their first vacation! During 6 days, the members will spend time in a secluded pension where a lot of special missions await for them. For example,…",https://i.mydramalist.com/4pK3Zc.jpg
I SEE ITZY,South Korea,2019,14,8.5,,https://i.mydramalist.com/kJgKbc.jpg
FUNDING TOGETHER,South Korea,2019,,8.4,“Funding Together” will be a program that follows celebrities as they come up with ideas that may be difficult to achieve alone but can become possible with the help of viewers through crowdfunding. (Source: Soompi),https://i.mydramalist.com/wn4Ngc.jpg
BEGIN AGAIN 3,South Korea,2019,,9.3,,https://i.mydramalist.com/enDBdc.jpg
COME ON! THE BOYZ IN NY,South Korea,2019,4,9.5,"The Boyz on a trip to New York, USA",https://i.mydramalist.com/WmYE3c.jpg
ARM SHARE,Thailand,2019,15,8.5,Arm Weerayut hosts his own talk show.,https://i.mydramalist.com/p0xxEc.jpg
2019 IDOL STAR ATHLETICS CHAMPIONSHIPS CHUSEOK SPECIAL,South Korea,2019,6,8.5,,https://i.mydramalist.com/RZJl6c.jpg
PERFECT COMBI,South Korea,2019,12,10,A 'New-Retro' variety to enjoy various recollecting games and talk back to the childhood where I enjoyed the neighborhood with my best friend. (Source: IDFL),https://i.mydramalist.com/eR0gEc.jpg
KAT-TUN NO SEKAIICHI DAME YORU NI,Japan,2012,2,,"On New Year's Day TBS broadcasted KAT-TUN's one-time late-night variety special 'Sekai Ichi Dame na Yoru ni' The theme is 'Because it's Dame, we want to learn', and have KAT-TUN experience Dame things tonight. The idol…",https://i.mydramalist.com/RZ8Joc.jpg
WHO IS A WOLF? SEASON 1,Japan,2017,7,,"A romantic reality show that introduces high school girls, who want to fall in love, to men. The shows follow their interactions and dates. However, there is one man in the male's team who is labeled as Mr. ""Wolf”,…",https://i.mydramalist.com/XKjVdc.jpg
ONEUS! EARTH SCHOOL,South Korea,2019,4,9.3,"Oneus in their own ""international school"", playing games and having fun",https://i.mydramalist.com/QN8r7c.jpg
WHO IS A WOLF? SEASON 2,Japan,2017,10,,"A romantic reality show that introduces high school girls, who want to fall in love, to men and follows the date. However, there is one man in the male's team who is labeled as Mr. ""Wolf” and the female team has to…",https://i.mydramalist.com/Z3Exqc.jpg
WHO IS A WOLF? SEASON 3,Japan,2018,9,,"A romantic reality show that introduces high school girls, who want to fall in love, to men and follows the date. However, there is one man in the male's team who is labeled as Mr. ""Wolf” and the female team has to…",https://i.mydramalist.com/p0xeQc.jpg
WHO IS A WOLF? SEASON 4,Japan,2018,12,,"A romantic reality show that introduces high school girls, who want to fall in love, to men and follows the date. However, there is one man in the male's team who is labeled as Mr. ""Wolf” and the female team has to…",https://i.mydramalist.com/XKjodc.jpg
WHO IS A WOLF? SEASON 5,Japan,2019,12,,"A romantic reality show that introduces high school girls, who want to fall in love, to men and follows the date. However, there is one man in the male's team who is labeled as Mr. ""Wolf” and the female team has to…",https://i.mydramalist.com/BxvYqc.jpg
WHO IS A WOLF? SEASON 6,Japan,2019,,,"In this season, one of the girls is the wolf and the men's team need to find the wolf.",https://i.mydramalist.com/dYrLdc.jpg
HURRY UP AND TALK,South Korea,2019,,7,Hurry Up and Talk feature a group of celebrities who are known for their eloquent speaking skills and have them compete in a new quiz show format. (Source: Soompi),https://i.mydramalist.com/kEP0kc.jpg
DODO GOES SHOPPING,Hong Kong,2015,15,,A show about shops and food in three different country.,https://i.mydramalist.com/XKddxc.jpg
I LOG U - MONSTA X IN JEJU,South Korea,2019,8,9.2,"Next show about Monsta X living their free time as a trip to Jeju Island. We can see them eating, playing, messing around and even doing some sport.",https://i.mydramalist.com/1qwqzc.jpg
PIA'S POSTCARDS,Philippines,2019,,,Join Miss Philippines Pia Wurtzbach as she travels the world. Airing every Sunday on TFC.,https://i.mydramalist.com/XKdXZc.jpg
SCREENING HUMANITY,South Korea,2001,,,"""Screening Humanity"" is a new kind of documentary that is a continuous series of thirty-minute episodes and is different from 60-minute documentaries that end with a final conclusion. Different from the cold viewpoint…",https://i.mydramalist.com/BxdY1c.jpg
NEMO TRAVEL: A TRIP TO MALDIVES,South Korea,2019,6,9,"Jung Gunjoo, Hwang Chansung and Nichkhun leave on a trip to the Maldives.",https://i.mydramalist.com/xQ4rXc.jpg
"ITZY ""ICY"" MV BEHIND",South Korea,2019,2,8.8,,https://i.mydramalist.com/rbNnpc.jpg
SCHOOL ATTACK 2019,South Korea,2019,4,6.5,"What if the most sought-after K-Pop stars surprisingly visit my school? In School Attack 2019, idol K-Pop stars present a short surprise concert. There's a thrill of watching the stars try not to get caught as they sneak…",https://i.mydramalist.com/23wyRc.jpg
THE PHONE OF THE WIND: WHISPERS TO LOST FAMILIES,Japan,2016,1,,"In a Japanese town devastated by the tsunami of March 2011 stands a booth containing an unconnected telephone. It's known as the Phone of the Wind. People come to ""call"" their loved ones who died in the disaster. Five…",https://i.mydramalist.com/XK2rwc.jpg
X1 FLASH,South Korea,2019,2,9.1,"“X1 FLASH” will follow the members as they prepare for their debut, and will also give a glimpse into their real lives and honest emotions. (Source: Soompi)",https://i.mydramalist.com/RZjlRc.jpg
BRING THE SOUL: DOCU-SERIES,South Korea,2019,6,9.8,"‘LOVE YOURSELF.’ One message that touched the hearts of ‘ARMY’ across the world. Behind the free and spirited presence on the stage, are the members doing their best to love themselves, personifying the message…",https://i.mydramalist.com/jAWnOc.jpg
THE FRIENDS IN CROATIA,South Korea,2015,4,,"""The Friends in Croatia"" will clearly fulfill the fantasy and romance of anyone who dreams of a trip to Europe. From Zagreb, the heart of Croatia to Istria peninsula, every experience, and challenges of Jang Hyuk, Shin…",https://i.mydramalist.com/XK20qc.jpg
MEET AT TEMPLE OF HEAVEN,China,2019,,,"A cultural experience variety show with fixed cast members Feng Shao, Miao Miao, and Justin, and new guests every week.",https://i.mydramalist.com/wKj0nc.jpg
MIBU NO KOIUTA,Japan,1983,23,,,https://i.mydramalist.com/Bx7rVc.jpg
ID : ROCKET PUNCH,South Korea,2019,6,9.1,,https://i.mydramalist.com/23Qg7c.jpg
THE FOOL'S CHART,South Korea,2019,,,"“The Fool’s Chart” is a show that releases weekly charts that are only compiled from the perspective of people who are pushover-types. From the “Fool’s Alert List,” for those who don’t want to be pushovers…",https://i.mydramalist.com/6orJXc.jpg
WHY DID YOU COME TO MY HOUSE,South Korea,2019,15,,"The audience follows our four cast members; Super Junior's Kim Heechul, chef Austin Kang, comedian Kim Shin Young, and actress Han Hye Jin and they visit the houses of different guests; doing activities and throwing…",https://i.mydramalist.com/Z3zV7c.jpg
STAR ROAD: CIX,South Korea,2019,15,8.3,CIX go onto OSEN's Star Road to eat and play games,https://i.mydramalist.com/WN5jWc.jpg
ROAD TO ITHACA,South Korea,2018,11,,"This travel/music variety show details the 20-day journey of rock singers as they go from Ankara, Turkey, all the way to Ithaca, Greece. The show was produced by the director of King of Masked Singer and Shadow Singer.…",https://i.mydramalist.com/Bxj77c.jpg
AINORI: AFRICAN JOURNEY,Japan,2019,,,"Seven strangers board a pink bus and embark on the journey of a lifetime. On a journey through Africa with strangers, their goal is to return to Japan as a couple. Will they find love?",https://i.mydramalist.com/RZY6Ec.jpg
WHO'S THE MURDERER: SEASON 5,China,2019,13,,"In a prologue, the cast is introduced to the settings and suspects of a murder case for the new episode. The cast then chooses their role in the episode, as a particular suspect or the detective. Other than the detective,…",https://i.mydramalist.com/BxxZVc.jpg
THE FRIENDS IN TAIWAN,South Korea,2014,3,,"A real travelogue of stars who are very close friends with each other, 'Friends Series' must go on. Here are three guys, a characterful actor Jeong-jin Lee and two hot designers Dong-jun Kang and Tae Yong Ko. These guys…",https://i.mydramalist.com/wKAZbc.jpg
HALF AND HALF,China,2014,,,,https://i.mydramalist.com/eR8Ndc.jpg
DOAH DIARIES,South Korea,2019,2,,Doah from Fanatics shows gives video diaries to the fans to get to know her more.,https://i.mydramalist.com/p07Zrc.jpg
MOMOCLO-CHAN,Japan,2010,310,,"Features games, quizzes, trips and behind the scenes footage of Japanese Idol Group: Momoiro Clover Z",https://i.mydramalist.com/23djPc.jpg
FANATICS TV,South Korea,2019,2,,FANATICS TV SHOW,https://i.mydramalist.com/xQA1wc.jpg
FANATICS DOAH'S BROADCAST,South Korea,2019,2,,Doah interview's the members of FLAVOR,https://i.mydramalist.com/qbn1Dc.jpg
MOMOCLO-CHAN DX,Japan,2010,461,,"Web series similar to Momoclo-Chan containing a larger number of longer episodes. Games, quizzes, trips and behind the scenes footage from Japanese Idol Group: Momoiro Clover Z",https://i.mydramalist.com/eR82nc.jpg
NMB48 GEININ!,Japan,2012,12,9,NMB48 Geinin! is a TV Show featuring the members of NMB48. The program aired 12 episodes between July and September 2012.,https://i.mydramalist.com/rb2dEc.jpg
NMB48 GEININ!!! 3,Japan,2014,12,,NMB48 Geinin!!! 3 is a 3rd Season of TV Show NMB48 Geinin! featuring the members of NMB48. The program aired 12 episodes between July and September 2014.,https://i.mydramalist.com/E27Emc.jpg
NMB48 GEININ!! 2,Japan,2013,12,8.5,NMB48 Geinin!! 2 is a 2nd Season of TV Show NMB48 Geinin! featuring the members of NMB48. The program aired 12 episodes between April and June 2013.,https://i.mydramalist.com/23d8Vc.jpg
NANIWA NADESHIKO,Japan,2011,24,,The concept of the show is 'NMB48 meets Tokyo'. NMB48's homebase is Osaka and its members come from the surrounding Kansai region in West Japan so Tokyo is an unknown place for them. The show makes use of that and will…,https://i.mydramalist.com/BxjRRc.jpg
DOCKING48,Japan,2011,100,,Docking48 is a TV Show featuring the members of NMB48.,https://i.mydramalist.com/rbkWEc.jpg
NMB TO MANABUKUN,Japan,2013,,,Docking48 is a regural TV Show featuring the members of NMB48 aired since April 2013.,https://i.mydramalist.com/RZeBYc.jpg
LABORHOOD ON HIRE,South Korea,2019,,7.8,“Laborhood on Hire” is a show about people who meet professionally in workplaces that have a lack of employees and work hard together to put the money earned to good use. (Source: Soompi),https://i.mydramalist.com/6o30jc.jpg
INKIGAYO,South Korea,1991,1100,,"The show features some of the latest and most popular artists who perform on stage. It is broadcast from the SBS Open Hall in Deungchon-dong, Gangseo-gu, Seoul.",https://i.mydramalist.com/wK0Okc.jpg
WANNA TRAVEL SEASON 1,South Korea,2018,12,9.3,Join Wanna One as they embark on a special 2-day trip together to Jeju Island! See the dorky & cute sides of the members of Wanna One in where they travel together for the first time as a whole group in variety show!…,https://i.mydramalist.com/vdQvXc.jpg
SJ RETURNS 3,South Korea,2019,40,9.7,"The show will follow the members on their individual activities, as well as their preparations for their new album that will be released this year. It will show the members choosing their title track, recording the music,…",https://i.mydramalist.com/6o3Zgc.jpg
IZ*ONE AMIGO TV,South Korea,2018,3,8.4,,https://i.mydramalist.com/BxpZ5c.jpg
BEGIN A GAME,South Korea,2018,8,8,Begin A Game is a 2018 South Korean game program in which its guests will play games and share stories of past memories relating to said game. (Source: Hankook Ilbo),https://i.mydramalist.com/xQkz0c.jpg
PHOTO PEOPLE IN PARIS,South Korea,2018,15,8,Can you learn photography and then take on Fashion’s biggest event? Actor/singer Kim Jaejoong and several other Korean celebrities learn the basics of photography from famous photographer Katie Kim (KT Kim). Other…,https://i.mydramalist.com/jAlqdc.jpg
STAR ROAD: ITZY,South Korea,2019,20,7.5,,https://i.mydramalist.com/Bx0xRc.jpg
WHAT IS STUDYING?,South Korea,2019,,,This is a program where Korea's most excellent entrance-exam and education coordinators will hand down the know-how that helps to reduce the educational cost by half but multiply the educational efficiency. (Source:…,https://i.mydramalist.com/xQmzyc.jpg
THE MASK ZODIAC,Thailand,2019,,,,https://i.mydramalist.com/eRnqKc.jpg
5 BROS,South Korea,2019,1,8.3,"It's JTBC pilot episode during the Chuseok holiday. The show centers around the 5 ""cranky"" and unique cast members as they gather together to talk about life. Five tricky and weird casts come together to talk and discuss…",https://i.mydramalist.com/vddeqc.jpg
